iter	Passed	Remaining
1670	24626	122748
1671	24640	122732
1672	24658	122733
1673	24676	122733
1674	24691	122720
1675	24704	122697
1676	24717	122673
1677	24730	122650
1678	24744	122632
1679	24756	122604
1680	24768	122577
1681	24780	122547
1682	24793	122525
1683	24806	122500
1684	24818	122472
1685	24833	122461
1686	24850	122455
1687	24862	122427
1688	24875	122405
1689	24891	122394
1690	24904	122371
1691	24918	122353
1692	24931	122329
1693	24943	122302
1694	24960	122299
1695	24973	122277
1696	24987	122255
1697	25000	122234
1698	25016	122225
1699	25030	122206
1700	25043	122185
1701	25058	122169
1702	25071	122147
1703	25084	122126
1704	25097	122104
1705	25111	122082
1706	25125	122066
1707	25139	122047
1708	25153	122027
1709	25167	122012
1710	25182	121995
1711	25197	121983
1712	25215	121984
1713	25230	121969
1714	25244	121952
1715	25259	121942
1716	25275	121932
1717	25289	121913
1718	25302	121891
1719	25317	121879
1720	25331	121859
1721	25344	121836
1722	25359	121823
1723	25374	121810
1724	25390	121800
1725	25406	121791
1726	25420	121775
1727	25435	121758
1728	25449	121742
1729	25466	121739
1730	25483	121736
1731	25497	121716
1732	25515	121716
1733	25529	121700
1734	25543	121680
1735	25556	121657
1736	25571	121644
1737	25587	121634
1738	25601	121618
1739	25615	121600
1740	25629	121580
1741	25642	121558
1742	25656	121540
1743	25670	121521
1744	25683	121499
1745	25697	121482
1746	25711	121465
1747	25724	121442
1748	25738	121421
1749	25752	121402
1750	25766	121384
1751	25780	121366
1752	25793	121346
1753	25807	121325
1754	25821	121308
1755	25835	121289
1756	25848	121268
1757	25862	121249
1758	25876	121231
1759	25890	121214
1760	25903	121190
1761	25916	121167
1762	25930	121152
1763	25947	121145
1764	25961	121130
1765	25975	121109
1766	25989	121093
1767	26002	121072
1768	26016	121050
1769	26031	121038
1770	26047	121029
1771	26061	121011
1772	26073	120987
1773	26087	120965
1774	26100	120945
1775	26114	120926
1776	26129	120914
1777	26142	120892
1778	26160	120892
1779	26175	120878
1780	26189	120859
1781	26202	120838
1782	26216	120819
1783	26231	120806
1784	26247	120797
1785	26261	120778
1786	26274	120758
1787	26288	120737
1788	26302	120721
1789	26316	120703
1790	26331	120687
1791	26345	120671
1792	26359	120652
1793	26372	120632
1794	26386	120615
1795	26402	120603
1796	26417	120592
1797	26431	120575
1798	26445	120553
1799	26460	120542
1800	26476	120532
1801	26490	120514
1802	26504	120496
1803	26517	120475
1804	26530	120453
1805	26544	120435
1806	26558	120418
1807	26572	120397
1808	26585	120377
1809	26598	120355
1810	26612	120338
1811	26626	120318
1812	26640	120300
1813	26653	120279
1814	26668	120266
1815	26685	120263
1816	26704	120265
1817	26717	120245
1818	26732	120230
1819	26746	120212
1820	26760	120194
1821	26776	120184
1822	26791	120170
1823	26804	120151
1824	26820	120139
1825	26834	120124
1826	26849	120109
1827	26865	120103
1828	26882	120095
1829	26897	120083
1830	26910	120061
1831	26930	120068
1832	26947	120066
1833	26964	120061
1834	26981	120056
1835	26998	120050
1836	27015	120045
1837	27034	120051
1838	27050	120041
1839	27064	120024
1840	27081	120021
1841	27097	120013
1842	27115	120012
1843	27130	120000
1844	27146	119991
1845	27160	119973
1846	27174	119952
1847	27187	119931
1848	27200	119907
1849	27213	119885
1850	27229	119877
1851	27244	119862
1852	27258	119847
1853	27273	119830
1854	27286	119811
1855	27299	119787
1856	27311	119762
1857	27325	119745
1858	27338	119723
1859	27354	119711
1860	27368	119696
1861	27382	119675
1862	27396	119657
1863	27413	119652
1864	27432	119659
1865	27446	119640
1866	27460	119624
1867	27474	119604
1868	27487	119584
1869	27500	119562
1870	27514	119542
1871	27529	119528
1872	27542	119508
1873	27556	119488
1874	27569	119469
1875	27583	119451
1876	27600	119443
1877	27615	119433
1878	27630	119420
1879	27644	119398
1880	27656	119375
1881	27670	119356
1882	27683	119335
1883	27696	119314
1884	27709	119290
1885	27721	119264
1886	27733	119239
1887	27749	119229
1888	27764	119215
1889	27781	119209
1890	27795	119192
1891	27812	119186
1892	27826	119172
1893	27841	119159
1894	27859	119154
1895	27875	119147
1896	27890	119134
1897	27904	119114
1898	27918	119096
1899	27931	119078
1900	27946	119063
1901	27964	119062
1902	27981	119055
1903	27996	119045
1904	28015	119046
1905	28032	119042
1906	28051	119044
1907	28064	119022
1908	28077	119001
1909	28090	118979
1910	28105	118966
1911	28119	118947
1912	28133	118930
1913	28152	118933
1914	28165	118911
1915	28177	118885
1916	28189	118861
1917	28202	118837
1918	28214	118812
1919	28226	118787
1920	28242	118775
1921	28255	118753
1922	28270	118739
1923	28282	118717
1924	28296	118698
1925	28310	118679
1926	28325	118665
1927	28339	118650
1928	28353	118633
1929	28369	118622
1930	28383	118606
1931	28400	118597
1932	28420	118608
1933	28437	118601
1934	28455	118601
1935	28473	118598
1936	28489	118591
1937	28506	118584
1938	28519	118565
1939	28531	118539
1940	28545	118519
1941	28557	118496
1942	28570	118472
1943	28583	118452
1944	28596	118428
1945	28610	118412
1946	28626	118401
1947	28640	118384
1948	28658	118385
1949	28673	118370
1950	28690	118365
1951	28708	118362
1952	28723	118350
1953	28738	118338
1954	28754	118327
1955	28769	118312
1956	28781	118288
1957	28794	118264
1958	28808	118249
1959	28823	118236
1960	28836	118214
1961	28849	118190
1962	28862	118168
1963	28874	118144
1964	28887	118122
1965	28900	118102
1966	28913	118080
1967	28926	118057
1968	28939	118034
1969	28951	118010
1970	28963	117986
1971	28976	117961
1972	28988	117936
1973	29000	117912
1974	29013	117891
1975	29029	117881
1976	29049	117887
1977	29065	117877
1978	29084	117882
1979	29102	117881
1980	29119	117873
1981	29139	117879
1982	29151	117856
1983	29164	117832
1984	29177	117812
1985	29191	117793
1986	29204	117772
1987	29218	117754
1988	29231	117735
1989	29244	117714
1990	29256	117689
1991	29270	117668
1992	29284	117651
1993	29298	117632
1994	29312	117617
1995	29327	117603
1996	29343	117595
1997	29359	117586
1998	29376	117580
1999	29391	117565
2000	29403	117540
2001	29416	117517
2002	29428	117494
2003	29441	117470
2004	29453	117446
2005	29469	117435
2006	29483	117419
2007	29495	117395
2008	29508	117373
2009	29521	117353
2010	29535	117335
2011	29548	117311
2012	29560	117288
2013	29572	117263
2014	29584	117237
2015	29596	117212
2016	29608	117187
2017	29620	117162
2018	29634	117143
2019	29647	117124
2020	29661	117104
2021	29674	117083
2022	29687	117061
2023	29701	117046
2024	29715	117028
2025	29728	117007
2026	29742	116987
2027	29754	116965
2028	29767	116941
2029	29780	116921
2030	29794	116902
2031	29807	116881
2032	29819	116859
2033	29833	116840
2034	29847	116825
2035	29860	116803
2036	29873	116781
2037	29888	116766
2038	29901	116748
2039	29915	116730
2040	29930	116716
2041	29945	116703
2042	29960	116690
2043	29976	116678
2044	29990	116663
2045	30004	116643
2046	30019	116631
2047	30033	116614
2048	30048	116601
